"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010-09","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2319442","","","","0"
"2010-10","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2616002","","","","0"
"2010-11","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","3922145","","","","0"
"2010-12","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","4217513","","","","0"
"2011-01","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","4344770","","","","0"
"2011-02","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","4165194","","","","0"
"2011-03","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","4305007","","","","0"
"2011-04","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","3495636","","","","0"
"2011-05","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2735522","","","","0"
"2011-06","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2355640","","","","0"
"2011-07","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2469557","","","","0"
"2011-08","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2524926","","","","0"
"2011-09","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2438089","","","","0"
"2011-10","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2963344","","","","0"
"2011-11","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","3690236","","","","0"
"2011-12","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","3894269","","","","0"
"2012-01","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","4320379","","","","0"
"2012-02","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","4111260","","","","0"
"2012-03","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","4116556","","","","0"
"2012-04","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","3331251","","","","0"
"2012-05","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","3116740","","","","0"
"2012-06","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","3150690","","","","0"
"2012-07","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","3067767","","","","0"
"2012-08","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2744851","","","","0"
"2012-09","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2744113","","","","0"
"2012-10","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2811005","","","","0"
"2012-11","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","3868307","","","","0"
"2012-12","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","4342804","","","","0"
"2013-01","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","4640212","","","","0"
"2013-02","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","4156316","","","","0"
"2013-03","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","4285009","","","","0"
"2013-04","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","3222386","","","","0"
"2013-05","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2896552","","","","0"
"2013-06","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2051984","","","","0"
"2013-07","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","3024238","","","","0"
"2013-08","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2673316","","","","0"
"2013-09","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2480227","","","","0"
"2013-10","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2871706","","","","0"
"2013-11","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","3965984","","","","0"
"2013-12","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","4491460","","","","0"
"2014-01","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","4518910","","","","0"
"2014-02","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","3905335","","","","0"
"2014-03","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","4567172","","","","0"
"2014-04","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","3016694","","","","0"
"2014-05","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2566687","","","","0"
"2014-06","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","1894917","","","","0"
"2014-07","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2192982","","","","0"
"2014-08","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","1986290","","","","0"
"2014-09","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2188193","","","","0"
"2014-10","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174696","2.1.2","2707980","","","","0"
