"REF_DATE","GEO","DGUID","Sector","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Nunavut","2016A000262","Total, industries","Kilotonnes","198","units","0","v1013974803","14.2","716","","","","0"
"2019","Nunavut","2016A000262","Total, industries","Kilotonnes","198","units","0","v1013974803","14.2","904","","","","0"
"2020","Nunavut","2016A000262","Total, industries","Kilotonnes","198","units","0","v1013974803","14.2","768","","","","0"
"2009","Nunavut","2016A000262","Total, households","Kilotonnes","198","units","0","v1013974914","14.115","24","","","","0"
"2010","Nunavut","2016A000262","Total, households","Kilotonnes","198","units","0","v1013974914","14.115","24","","","","0"
"2011","Nunavut","2016A000262","Total, households","Kilotonnes","198","units","0","v1013974914","14.115","27","","","","0"
"2012","Nunavut","2016A000262","Total, households","Kilotonnes","198","units","0","v1013974914","14.115","28","","","","0"
"2013","Nunavut","2016A000262","Total, households","Kilotonnes","198","units","0","v1013974914","14.115","32","","","","0"
"2014","Nunavut","2016A000262","Total, households","Kilotonnes","198","units","0","v1013974914","14.115","63","","","","0"
"2015","Nunavut","2016A000262","Total, households","Kilotonnes","198","units","0","v1013974914","14.115","92","","","","0"
"2016","Nunavut","2016A000262","Total, households","Kilotonnes","198","units","0","v1013974914","14.115","63","","","","0"
"2017","Nunavut","2016A000262","Total, households","Kilotonnes","198","units","0","v1013974914","14.115","57","","","","0"
"2018","Nunavut","2016A000262","Total, households","Kilotonnes","198","units","0","v1013974914","14.115","46","","","","0"
"2019","Nunavut","2016A000262","Total, households","Kilotonnes","198","units","0","v1013974914","14.115","41","","","","0"
"2020","Nunavut","2016A000262","Total, households","Kilotonnes","198","units","0","v1013974914","14.115","35","","","","0"
"2009","Nunavut","2016A000262","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974917","14.118","594","","","","0"
"2010","Nunavut","2016A000262","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974917","14.118","598","","","","0"
"2011","Nunavut","2016A000262","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974917","14.118","626","","","","0"
"2012","Nunavut","2016A000262","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974917","14.118","671","","","","0"
"2013","Nunavut","2016A000262","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974917","14.118","699","","","","0"
"2014","Nunavut","2016A000262","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974917","14.118","696","","","","0"
"2015","Nunavut","2016A000262","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974917","14.118","647","","","","0"
"2016","Nunavut","2016A000262","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974917","14.118","742","","","","0"
"2017","Nunavut","2016A000262","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974917","14.118","747","","","","0"
"2018","Nunavut","2016A000262","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974917","14.118","742","","","","0"
"2019","Nunavut","2016A000262","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974917","14.118","728","","","","0"
"2020","Nunavut","2016A000262","Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission","Kilotonnes","198","units","0","v1013974917","14.118","603","","","","0"
"2009","Nunavut","2016A000262","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974918","14.119","158","","","","0"
"2010","Nunavut","2016A000262","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974918","14.119","136","","","","0"
"2011","Nunavut","2016A000262","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974918","14.119","172","","","","0"
"2012","Nunavut","2016A000262","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974918","14.119","155","","","","0"
"2013","Nunavut","2016A000262","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974918","14.119","53","","","","0"
"2014","Nunavut","2016A000262","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974918","14.119","29","","","","0"
"2015","Nunavut","2016A000262","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974918","14.119","-5","","","","0"
"2016","Nunavut","2016A000262","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974918","14.119","57","","","","0"
"2017","Nunavut","2016A000262","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974918","14.119","39","","","","0"
"2018","Nunavut","2016A000262","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974918","14.119","-21","","","","0"
"2019","Nunavut","2016A000262","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974918","14.119","-216","","","","0"
"2020","Nunavut","2016A000262","Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)","Kilotonnes","198","units","0","v1013974918","14.119","-200","","","","0"


