station,year,swe,lat,lon,ele,z
1C39,2008,532,50.83333333,-123.45,1393,-0.332553414
1C39,2009,240,50.83333333,-123.45,1393,-1.905113689
1C39,2011,760,50.83333333,-123.45,1393,0.895336115
1C39,2012,780,50.83333333,-123.45,1393,1.003045723
1C39,2013,468,50.83333333,-123.45,1393,-0.67722416
1C39,2014,380,50.83333333,-123.45,1393,-1.151146434
1C39,2015,460,50.83333333,-123.45,1393,-0.720308003
1C39,2016,736,50.83333333,-123.45,1393,0.766084586
1C39,2017,616,50.83333333,-123.45,1393,0.119826939
1C39,2018,622,50.83333333,-123.45,1393,0.152139821
1C39,2019,546,50.83333333,-123.45,1393,-0.257156689
1C40,1995,470,51.13333333,-122.7833333,1946,0.211650158
1C40,1996,396,51.13333333,-122.7833333,1946,-0.354177576
1C40,1997,584,51.13333333,-122.7833333,1946,1.08333072
1C40,1998,424,51.13333333,-122.7833333,1946,-0.140080596
1C40,1999,844,51.13333333,-122.7833333,1946,3.071374107
1C40,2000,396,51.13333333,-122.7833333,1946,-0.354177576
1C40,2001,300,51.13333333,-122.7833333,1946,-1.088224365
1C40,2002,536,51.13333333,-122.7833333,1946,0.716307325
1C40,2003,466,51.13333333,-122.7833333,1946,0.181064875
1C40,2004,288,51.13333333,-122.7833333,1946,-1.179980214
1C40,2005,346,51.13333333,-122.7833333,1946,-0.736493612
1C40,2006,396,51.13333333,-122.7833333,1946,-0.354177576
1C40,2007,638,51.13333333,-122.7833333,1946,1.496232039
1C40,2008,416,51.13333333,-122.7833333,1946,-0.201251161
1C40,2009,264,51.13333333,-122.7833333,1946,-1.363491911
1C40,2011,514,51.13333333,-122.7833333,1946,0.548088269
1C40,2012,550,51.13333333,-122.7833333,1946,0.823355815
1C40,2013,350,51.13333333,-122.7833333,1946,-0.705908329
1C40,2014,296,51.13333333,-122.7833333,1946,-1.118809648
1C40,2015,328,51.13333333,-122.7833333,1946,-0.874127385
1C40,2016,430,51.13333333,-122.7833333,1946,-0.094202671
1C40,2017,372,51.13333333,-122.7833333,1946,-0.537689273
1C40,2018,504,51.13333333,-122.7833333,1946,0.471625062
1C40,2019,382,51.13333333,-122.7833333,1946,-0.461226066
1C40,2021,568,51.13333333,-122.7833333,1946,0.960989588
1D08,1968,1636,49.56666667,-122.3,1211,0.270945238
1D08,1969,1864,49.56666667,-122.3,1211,0.725307976
1D08,1970,1255,49.56666667,-122.3,1211,-0.488318811
1D08,1971,2319,49.56666667,-122.3,1211,1.632040633
1D08,1972,2225,49.56666667,-122.3,1211,1.444715645
1D08,1973,1529,49.56666667,-122.3,1211,0.057713602
1D08,1974,2421,49.56666667,-122.3,1211,1.835308174
1D08,1975,1750,49.56666667,-122.3,1211,0.498126607
1D08,1976,1869,49.56666667,-122.3,1211,0.735272071
1D08,1977,894,49.56666667,-122.3,1211,-1.20772648
1D08,1978,1166,49.56666667,-122.3,1211,-0.665679705
1D08,1979,1186,49.56666667,-122.3,1211,-0.625823324
1D08,1980,1265,49.56666667,-122.3,1211,-0.468390621
1D08,1981,579,49.56666667,-122.3,1211,-1.835464474
1D08,1982,1973,49.56666667,-122.3,1211,0.94252525
1D08,1983,1733,49.56666667,-122.3,1211,0.464248684
1D08,1984,1283,49.56666667,-122.3,1211,-0.432519879
1D08,1985,1776,49.56666667,-122.3,1211,0.549939902
1D08,1986,1123,49.56666667,-122.3,1211,-0.751370923
1D08,1987,1520,49.56666667,-122.3,1211,0.039778231
1D08,1988,1851,49.56666667,-122.3,1211,0.699401329
1D08,1989,1697,49.56666667,-122.3,1211,0.392507199
1D08,1990,1426,49.56666667,-122.3,1211,-0.147546758
1D08,1992,978,49.56666667,-122.3,1211,-1.040329682
1D08,1993,876,49.56666667,-122.3,1211,-1.243597223
1D08,1994,1364,49.56666667,-122.3,1211,-0.271101537
1D08,1995,1630,49.56666667,-122.3,1211,0.258988324
1D08,1996,916,49.56666667,-122.3,1211,-1.163884462
1D08,1997,1876,49.56666667,-122.3,1211,0.749221804
1D08,1998,1684,49.56666667,-122.3,1211,0.366600551
1D08,1999,2750,49.56666667,-122.3,1211,2.490945634
1D08,2000,1805,49.56666667,-122.3,1211,0.607731653
1D08,2001,954,49.56666667,-122.3,1211,-1.088157339
1D08,2002,1667,49.56666667,-122.3,1211,0.332722628
1D08,2003,984,49.56666667,-122.3,1211,-1.028372768
1D08,2004,1452,49.56666667,-122.3,1211,-0.095733463
1D08,2005,446,49.56666667,-122.3,1211,-2.100509404
1D08,2006,1807,49.56666667,-122.3,1211,0.611717292
1D08,2007,1825,49.56666667,-122.3,1211,0.647588034
1D08,2008,1770,49.56666667,-122.3,1211,0.537982988
1D08,2009,1118,49.56666667,-122.3,1211,-0.761335018
1D08,2011,2083,49.56666667,-122.3,1211,1.161735343
1D08,2012,1985,49.56666667,-122.3,1211,0.966439078
1D08,2013,1615,49.56666667,-122.3,1211,0.229096038
1D08,2014,1220,49.56666667,-122.3,1211,-0.558067477
1D08,2015,98,49.56666667,-122.3,1211,-2.794010426
1D08,2016,1453,49.56666667,-122.3,1211,-0.093740644
1D08,2018,1597,49.56666667,-122.3,1211,0.193225296
1D08,2019,1030,49.56666667,-122.3,1211,-0.936703092
1D08,2020,1404,49.56666667,-122.3,1211,-0.191388776
1D08,2021,1775,49.56666667,-122.3,1211,0.547947083
1D16,1992,800,49.31666667,-122.0666667,1147,-1.104280696
1D16,1993,996,49.31666667,-122.0666667,1147,-0.792957194
1D16,1994,1296,49.31666667,-122.0666667,1147,-0.316441631
1D16,1995,1556,49.31666667,-122.0666667,1147,0.096538523
1D16,1996,738,49.31666667,-122.0666667,1147,-1.202760579
1D16,1997,1992,49.31666667,-122.0666667,1147,0.789074475
1D16,1998,1548,49.31666667,-122.0666667,1147,0.083831442
1D16,1999,2990,49.31666667,-122.0666667,1147,2.374282915
1D16,2000,2020,49.31666667,-122.0666667,1147,0.833549261
1D16,2001,1108,49.31666667,-122.0666667,1147,-0.615058051
1D16,2002,1980,49.31666667,-122.0666667,1147,0.770013853
1D16,2003,1004,49.31666667,-122.0666667,1147,-0.780250113
1D16,2004,1648,49.31666667,-122.0666667,1147,0.242669963
1D16,2005,412,49.31666667,-122.0666667,1147,-1.720574157
1D16,2006,1794,49.31666667,-122.0666667,1147,0.474574203
1D16,2007,2130,49.31666667,-122.0666667,1147,1.008271634
1D16,2008,2120,49.31666667,-122.0666667,1147,0.992387782
1D16,2009,1440,49.31666667,-122.0666667,1147,-0.087714161
1D16,2013,2106,49.31666667,-122.0666667,1147,0.970150389
1D16,2014,1420,49.31666667,-122.0666667,1147,-0.119481865
1D16,2015,56,49.31666667,-122.0666667,1147,-2.286039292
1D16,2016,1276,49.31666667,-122.0666667,1147,-0.348209336
1D16,2017,1626,49.31666667,-122.0666667,1147,0.207725488
1D16,2018,1913,49.31666667,-122.0666667,1147,0.663592043
1D16,2019,778,49.31666667,-122.0666667,1147,-1.13922517
1D16,2020,1608,49.31666667,-122.0666667,1147,0.179134554
1D16,2021,2016,49.31666667,-122.0666667,1147,0.82719572
